model,seed,metric,target_condition,n_target,target_performance,target_ci_low,target_ci_high,target_half_width,target_half_width_tolerance,target_within_tolerance
ResNet50,1,recall,BOSQUE light,105,0.5584415584415584,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.1,False
ResNet50,2,recall,BOSQUE light,105,0.5974025974025974,0.4823529411764706,0.706682926829268,0.11216499282639872,0.1,False
ResNet50,3,recall,BOSQUE light,105,0.6233766233766234,0.5131578947368421,0.7297297297297297,0.10828591749644378,0.1,False
ResNet50,4,recall,BOSQUE light,105,0.5714285714285714,0.4625,0.6794871794871795,0.10849358974358975,0.1,False
ResNet50,5,recall,BOSQUE light,105,0.5714285714285714,0.4605263157894737,0.6805555555555556,0.11001461988304095,0.1,False
VGG16,1,recall,BOSQUE light,105,0.5584415584415584,0.4459459459459459,0.6708860759493671,0.11247006500171061,0.1,False
VGG16,2,recall,BOSQUE light,105,0.4675324675324675,0.3552631578947368,0.5789473684210527,0.11184210526315794,0.1,False
VGG16,3,recall,BOSQUE light,105,0.5714285714285714,0.4615384615384615,0.6790123456790124,0.10873694207027543,0.1,False
VGG16,4,recall,BOSQUE light,105,0.5324675324675324,0.4230769230769231,0.6447368421052632,0.11082995951417005,0.1,False
VGG16,5,recall,BOSQUE light,105,0.5454545454545454,0.4337349397590361,0.6575342465753424,0.11189965340815317,0.1,False
DenseNet121,1,recall,BOSQUE dark,46,0.5238095238095238,0.3076923076923077,0.7368421052631579,0.21457489878542507,0.1,False
DenseNet121,2,recall,BOSQUE dark,46,0.5714285714285714,0.35,0.782608695652174,0.21630434782608698,0.1,False
DenseNet121,3,recall,BOSQUE dark,46,0.5714285714285714,0.35,0.782608695652174,0.21630434782608698,0.1,False
DenseNet121,4,recall,BOSQUE dark,46,0.3809523809523809,0.1739130434782608,0.6,0.21304347826086958,0.1,False
DenseNet121,5,recall,BOSQUE dark,46,0.5238095238095238,0.3,0.7391304347826086,0.21956521739130433,0.1,False
EfficientNetV2B0,1,recall,BOSQUE dark,46,0.6190476190476191,0.4,0.8235294117647058,0.2117647058823529,0.1,False
EfficientNetV2B0,2,recall,BOSQUE dark,46,0.5714285714285714,0.35,0.7894736842105263,0.21973684210526317,0.1,False
EfficientNetV2B0,3,recall,BOSQUE dark,46,0.5714285714285714,0.3529411764705882,0.782608695652174,0.21483375959079287,0.1,False
EfficientNetV2B0,4,recall,BOSQUE dark,46,0.6190476190476191,0.4,0.8235294117647058,0.2117647058823529,0.1,False
EfficientNetV2B0,5,recall,BOSQUE dark,46,0.5238095238095238,0.3,0.7391304347826086,0.21956521739130433,0.1,False
MobileNetV2,1,recall,BOSQUE dark,46,0.5714285714285714,0.3529411764705882,0.782608695652174,0.21483375959079287,0.1,False
MobileNetV2,2,recall,BOSQUE dark,46,0.5714285714285714,0.36,0.7777777777777778,0.2088888888888889,0.1,False
MobileNetV2,3,recall,BOSQUE dark,46,0.5238095238095238,0.3043478260869565,0.7391304347826086,0.21739130434782608,0.1,False
MobileNetV2,4,recall,BOSQUE dark,46,0.6666666666666666,0.45,0.8636363636363636,0.20681818181818182,0.1,False
MobileNetV2,5,recall,BOSQUE dark,46,0.5714285714285714,0.35,0.782608695652174,0.21630434782608698,0.1,False
ResNet50,1,recall,BOSQUE dark,46,0.3809523809523809,0.1666666666666666,0.6,0.21666666666666667,0.1,False
ResNet50,2,recall,BOSQUE dark,46,0.5238095238095238,0.3076923076923077,0.7391304347826086,0.21571906354515047,0.1,False
ResNet50,3,recall,BOSQUE dark,46,0.4285714285714285,0.217391304347826,0.65,0.216304347826087,0.1,False
ResNet50,4,recall,BOSQUE dark,46,0.4285714285714285,0.2222222222222222,0.65,0.2138888888888889,0.1,False
ResNet50,5,recall,BOSQUE dark,46,0.3809523809523809,0.1818181818181818,0.6,0.2090909090909091,0.1,False
VGG16,1,recall,BOSQUE dark,46,0.4761904761904761,0.2631578947368421,0.6923076923076923,0.2145748987854251,0.1,False
VGG16,2,recall,BOSQUE dark,46,0.4285714285714285,0.217391304347826,0.65,0.216304347826087,0.1,False
VGG16,3,recall,BOSQUE dark,46,0.5714285714285714,0.3529411764705882,0.7777777777777778,0.2124183006535948,0.1,False
VGG16,4,recall,BOSQUE dark,46,0.5238095238095238,0.3043478260869565,0.7391706924315614,0.21741143317230247,0.1,False
VGG16,5,recall,BOSQUE dark,46,0.4761904761904761,0.2608695652173913,0.6875,0.21331521739130435,0.1,False
DenseNet121,1,auc_pr,BOSQUE overall,151,0.8876357302289999,0.8241639609688008,0.9393471532359062,0.05759159613355269,0.1,True
DenseNet121,2,auc_pr,BOSQUE overall,151,0.874528012343668,0.7978589939425795,0.9385346862871004,0.07033784617226041,0.1,True
DenseNet121,3,auc_pr,BOSQUE overall,151,0.9100893230542388,0.8503133712240217,0.9585739624221372,0.05413029559905774,0.1,True
DenseNet121,4,auc_pr,BOSQUE overall,151,0.9228720196869904,0.8675691576616745,0.9649427586903346,0.04868680051433005,0.1,True
DenseNet121,5,auc_pr,BOSQUE overall,151,0.9143379474017764,0.8651273520553013,0.9553543111213026,0.045113479533000655,0.1,True
EfficientNetV2B0,1,auc_pr,BOSQUE overall,151,0.9149517821859534,0.8617956306302058,0.957388760379268,0.0477965648745311,0.1,True
EfficientNetV2B0,2,auc_pr,BOSQUE overall,151,0.8994559283320662,0.8334610674688215,0.9524952987256275,0.059517115628403006,0.1,True
EfficientNetV2B0,3,auc_pr,BOSQUE overall,151,0.921649833709764,0.8776753585559337,0.957983876035172,0.04015425873961914,0.1,True
EfficientNetV2B0,4,auc_pr,BOSQUE overall,151,0.9127304177089032,0.8632227778197403,0.9544786964642804,0.04562795932227004,0.1,True
EfficientNetV2B0,5,auc_pr,BOSQUE overall,151,0.9161416143000694,0.8653720361718555,0.9567719010160765,0.045699932422110456,0.1,True
MobileNetV2,1,auc_pr,BOSQUE overall,151,0.8536740294646347,0.785650992651555,0.9119835565261324,0.06316628193728868,0.1,True
MobileNetV2,2,auc_pr,BOSQUE overall,151,0.8505857797317719,0.7826902681558287,0.9098348502419782,0.06357229104307477,0.1,True
MobileNetV2,3,auc_pr,BOSQUE overall,151,0.8634600116904525,0.7966993637183128,0.9183874604236067,0.06084404835264695,0.1,True
MobileNetV2,4,auc_pr,BOSQUE overall,151,0.8673414497227776,0.8012009229893559,0.9224433348965472,0.06062120595359566,0.1,True
MobileNetV2,5,auc_pr,BOSQUE overall,151,0.8561750575142856,0.7890541397177956,0.9127992142471764,0.061872537264690386,0.1,True
ResNet50,1,auc_pr,BOSQUE overall,151,0.8842068410425271,0.8195377902729858,0.936953228120655,0.058707718923834584,0.1,True
ResNet50,2,auc_pr,BOSQUE overall,151,0.9026633607166452,0.850492897463646,0.9457748893630132,0.04764099594968363,0.1,True
ResNet50,3,auc_pr,BOSQUE overall,151,0.8987602673205559,0.8408130662908605,0.9463994428806116,0.05279318829487556,0.1,True
ResNet50,4,auc_pr,BOSQUE overall,151,0.9126103714209982,0.8659664010717429,0.951284438355878,0.0426590186420675,0.1,True
ResNet50,5,auc_pr,BOSQUE overall,151,0.9215695806315778,0.8781312382102585,0.956198261819351,0.03903351180454623,0.1,True
VGG16,1,auc_pr,BOSQUE overall,151,0.895567488936756,0.841022844801264,0.9399118363952556,0.04944449579699578,0.1,True
VGG16,2,auc_pr,BOSQUE overall,151,0.8636280350685155,0.7990378017575364,0.9176480758909702,0.05930513706671692,0.1,True
VGG16,3,auc_pr,BOSQUE overall,151,0.8909503617933895,0.835300093435688,0.9367076941097896,0.0507038003370508,0.1,True
VGG16,4,auc_pr,BOSQUE overall,151,0.8755746747170438,0.8056804406213373,0.9339403619891544,0.06412996068390858,0.1,True
VGG16,5,auc_pr,BOSQUE overall,151,0.8683207038890147,0.800763799696763,0.9268820053029496,0.06305910280309329,0.1,True
DenseNet121,1,auc_pr,BOSQUE light,105,0.9187092202583044,0.8472353027975521,0.9705982353819532,0.06168146629220056,0.1,True
DenseNet121,2,auc_pr,BOSQUE light,105,0.911870413242394,0.831181531420537,0.9716884591472408,0.0702534638633519,0.1,True
DenseNet121,3,auc_pr,BOSQUE light,105,0.9435752513891488,0.8855688777287583,0.9821283749565538,0.04827974861389778,0.1,True
DenseNet121,4,auc_pr,BOSQUE light,105,0.9432195444785704,0.8840196664438994,0.9822260602967084,0.049103196926404524,0.1,True
DenseNet121,5,auc_pr,BOSQUE light,105,0.9343531984507226,0.8825228377161604,0.9737008373685172,0.04558899982617842,0.1,True
EfficientNetV2B0,1,auc_pr,BOSQUE light,105,0.9461913644434586,0.8935498322652274,0.9847586364728382,0.0456044021038054,0.1,True
EfficientNetV2B0,2,auc_pr,BOSQUE light,105,0.9383131040361486,0.8702740430586287,0.985086852919166,0.05740640493026866,0.1,True
EfficientNetV2B0,3,auc_pr,BOSQUE light,105,0.9578555409995858,0.9201060976925391,0.9851737831754842,0.03253384274147253,0.1,True
EfficientNetV2B0,4,auc_pr,BOSQUE light,105,0.9540872090849896,0.9129496915572052,0.9855844539018656,0.03631738117233019,0.1,True
EfficientNetV2B0,5,auc_pr,BOSQUE light,105,0.9574037305146093,0.9185098738747426,0.9854756834545824,0.03348290478991989,0.1,True
MobileNetV2,1,auc_pr,BOSQUE light,105,0.939900282440319,0.8964233371354968,0.9732989768850758,0.0384378198747895,0.1,True
MobileNetV2,2,auc_pr,BOSQUE light,105,0.9164541740645148,0.8507054158213908,0.9676495470712192,0.05847206562491419,0.1,True
MobileNetV2,3,auc_pr,BOSQUE light,105,0.9271695393052308,0.8683336113548016,0.973360654183612,0.052513521414405184,0.1,True
MobileNetV2,4,auc_pr,BOSQUE light,105,0.9356153586629448,0.8785882137307459,0.9779410405781758,0.04967641342371493,0.1,True
MobileNetV2,5,auc_pr,BOSQUE light,105,0.9400821670019462,0.8915492159640483,0.976780834686333,0.04261580936114234,0.1,True
ResNet50,1,auc_pr,BOSQUE light,105,0.9348752423714008,0.8708070820782813,0.9827343889594412,0.055963653440579963,0.1,True
ResNet50,2,auc_pr,BOSQUE light,105,0.9449488201713616,0.8984098094930766,0.9788503012580184,0.04022024588247092,0.1,True
ResNet50,3,auc_pr,BOSQUE light,105,0.944250186760553,0.891079869658516,0.9827058712514842,0.045813000796484094,0.1,True
ResNet50,4,auc_pr,BOSQUE light,105,0.9561994647913192,0.9215916155226388,0.9821099115474528,0.030259148012406978,0.1,True
ResNet50,5,auc_pr,BOSQUE light,105,0.9527445045026256,0.9134147200795254,0.9812150208328168,0.03390015037664568,0.1,True
VGG16,1,auc_pr,BOSQUE light,105,0.9290310446723564,0.8782914274097294,0.9686469938679348,0.04517778322910271,0.1,True
VGG16,2,auc_pr,BOSQUE light,105,0.9027472891506856,0.8442515491552758,0.9481372847449347,0.051942867794829484,0.1,True
VGG16,3,auc_pr,BOSQUE light,105,0.9232585257727144,0.8683087115936955,0.965817583506199,0.04875443595625173,0.1,True
VGG16,4,auc_pr,BOSQUE light,105,0.9232578964171716,0.8680619473423946,0.9669447870752482,0.049441419866426806,0.1,True
VGG16,5,auc_pr,BOSQUE light,105,0.919188570883108,0.8635590191233999,0.9628701841127074,0.04965558249465374,0.1,True
DenseNet121,1,auc_pr,BOSQUE dark,46,0.7975621364837056,0.6399384723558863,0.9133430318363656,0.13670227974023963,0.1,False
DenseNet121,2,auc_pr,BOSQUE dark,46,0.7319560345182987,0.5374996681502807,0.9023811382570024,0.18244073505336084,0.1,False
DenseNet121,3,auc_pr,BOSQUE dark,46,0.7816824998039418,0.5990630617394689,0.9335553255956972,0.16724613192811416,0.1,False
DenseNet121,4,auc_pr,BOSQUE dark,46,0.8397105531541247,0.6862440489262562,0.9495516500407803,0.13165380055726206,0.1,False
DenseNet121,5,auc_pr,BOSQUE dark,46,0.8441719722352574,0.6940353063628634,0.9473777892075156,0.1266712414223261,0.1,False
EfficientNetV2B0,1,auc_pr,BOSQUE dark,46,0.8046710872901353,0.6494733059445578,0.921877815290944,0.13620225467319313,0.1,False
EfficientNetV2B0,2,auc_pr,BOSQUE dark,46,0.7723392268254661,0.5933570551122578,0.9087013093575874,0.15767212712266482,0.1,False
EfficientNetV2B0,3,auc_pr,BOSQUE dark,46,0.7846903813999491,0.6107518181554207,0.9129031258672978,0.15107565385593857,0.1,False
EfficientNetV2B0,4,auc_pr,BOSQUE dark,46,0.7776830008972868,0.6016205775785287,0.9129301333424292,0.15565477788195026,0.1,False
EfficientNetV2B0,5,auc_pr,BOSQUE dark,46,0.7881316166066088,0.6242659862890841,0.9173952044606776,0.14656460908579672,0.1,False
MobileNetV2,1,auc_pr,BOSQUE dark,46,0.654530043703796,0.4592970658961569,0.8397293553104676,0.19021614470715534,0.1,False
MobileNetV2,2,auc_pr,BOSQUE dark,46,0.7394233953925669,0.5651635817900436,0.878058089036652,0.1564472536233042,0.1,False
MobileNetV2,3,auc_pr,BOSQUE dark,46,0.6773192359158398,0.4851525485327513,0.8531643948906626,0.18400592317895567,0.1,False
MobileNetV2,4,auc_pr,BOSQUE dark,46,0.7147216060815467,0.5240036662656739,0.8721529082780513,0.1740746210061887,0.1,False
MobileNetV2,5,auc_pr,BOSQUE dark,46,0.6982329013476334,0.5112151910540413,0.8567488552284213,0.17276683208718996,0.1,False
ResNet50,1,auc_pr,BOSQUE dark,46,0.7303290350735636,0.5426144805806167,0.8821791182594592,0.16978231883942124,0.1,False
ResNet50,2,auc_pr,BOSQUE dark,46,0.7931705753362841,0.6309762283491865,0.9172112007158923,0.1431174861833529,0.1,False
ResNet50,3,auc_pr,BOSQUE dark,46,0.7429953344084541,0.562528206422395,0.8855238198948933,0.16149780673624914,0.1,False
ResNet50,4,auc_pr,BOSQUE dark,46,0.7573947942917183,0.5777842043813035,0.9004260493668803,0.1613209224927884,0.1,False
ResNet50,5,auc_pr,BOSQUE dark,46,0.7843855343871371,0.6162236149150477,0.908607376903672,0.14619188099431213,0.1,False
VGG16,1,auc_pr,BOSQUE dark,46,0.7945969493553691,0.6237063054130403,0.922596263514958,0.14944497905095888,0.1,False
VGG16,2,auc_pr,BOSQUE dark,46,0.7465656220330952,0.5602031213555739,0.9072392151550656,0.17351804689974581,0.1,False
VGG16,3,auc_pr,BOSQUE dark,46,0.8007600890879933,0.6327692719916723,0.9294224992431744,0.14832661362575106,0.1,False
VGG16,4,auc_pr,BOSQUE dark,46,0.7277195237141545,0.5309436241761186,0.9084261330046718,0.18874125441427658,0.1,False
VGG16,5,auc_pr,BOSQUE dark,46,0.7331042570712589,0.5444667564608182,0.8991686072732078,0.1773509254061948,0.1,False
DenseNet121,1,f1,BOSQUE overall,151,0.6753246753246753,0.5838509316770186,0.7534246575342466,0.08478686292861398,0.1,True
DenseNet121,2,f1,BOSQUE overall,151,0.7719298245614035,0.6976744186046512,0.8379888268156425,0.07015720410549564,0.1,True
DenseNet121,3,f1,BOSQUE overall,151,0.7560975609756098,0.6760514813016028,0.825,0.0744742593491986,0.1,True
DenseNet121,4,f1,BOSQUE overall,151,0.6442953020134228,0.5481481481481482,0.7305389221556886,0.09119538700377022,0.1,True
DenseNet121,5,f1,BOSQUE overall,151,0.7239263803680982,0.6415094339622641,0.7973856209150327,0.07793809347638431,0.1,True
EfficientNetV2B0,1,f1,BOSQUE overall,151,0.7931034482758621,0.7228915662650602,0.8541666666666666,0.0656375502008032,0.1,True
EfficientNetV2B0,2,f1,BOSQUE overall,151,0.768361581920904,0.6951219512195121,0.8333333333333334,0.06910569105691061,0.1,True
EfficientNetV2B0,3,f1,BOSQUE overall,151,0.8,0.7295597484276729,0.861878453038674,0.06615935230550057,0.1,True
EfficientNetV2B0,4,f1,BOSQUE overall,151,0.7469879518072289,0.6666666666666666,0.8160919540229885,0.07471264367816094,0.1,True
EfficientNetV2B0,5,f1,BOSQUE overall,151,0.7692307692307693,0.6928104575163399,0.8342874671340929,0.0707385048088765,0.1,True
MobileNetV2,1,f1,BOSQUE overall,151,0.6783625730994152,0.592176933254925,0.754103044496487,0.08096305562078099,0.1,True
MobileNetV2,2,f1,BOSQUE overall,151,0.6341463414634146,0.546583850931677,0.7165821767487867,0.0849991629085548,0.1,True
MobileNetV2,3,f1,BOSQUE overall,151,0.6585365853658537,0.567741935483871,0.7386363636363636,0.08544721407624634,0.1,True
MobileNetV2,4,f1,BOSQUE overall,151,0.7176470588235294,0.6363636363636364,0.7891963015647225,0.07641633260054309,0.1,True
MobileNetV2,5,f1,BOSQUE overall,151,0.6586826347305389,0.5694444444444444,0.7379679144385026,0.0842617349970291,0.1,True
ResNet50,1,f1,BOSQUE overall,151,0.6623376623376623,0.5693402582818641,0.7421383647798742,0.08639905324900504,0.1,True
ResNet50,2,f1,BOSQUE overall,151,0.6993865030674846,0.6143790849673203,0.7738095238095238,0.07971521942110177,0.1,True
ResNet50,3,f1,BOSQUE overall,151,0.7037037037037037,0.6171278195488722,0.77845878011419,0.08066548028265891,0.1,True
ResNet50,4,f1,BOSQUE overall,151,0.6794871794871795,0.5882352941176471,0.7577639751552795,0.0847643405188162,0.1,True
ResNet50,5,f1,BOSQUE overall,151,0.6797385620915033,0.5882352941176471,0.7600058479532164,0.08588527691778464,0.1,True
VGG16,1,f1,BOSQUE overall,151,0.6666666666666666,0.5753424657534246,0.7457627118644068,0.08521012305549108,0.1,True
VGG16,2,f1,BOSQUE overall,151,0.6040268456375839,0.5070422535211268,0.691358024691358,0.09215788558511562,0.1,True
VGG16,3,f1,BOSQUE overall,151,0.6956521739130435,0.609271523178808,0.7710843373493976,0.08090640708529484,0.1,True
VGG16,4,f1,BOSQUE overall,151,0.6582278481012658,0.5673758865248227,0.7380952380952381,0.0853596757852077,0.1,True
VGG16,5,f1,BOSQUE overall,151,0.6666666666666666,0.5755395683453237,0.7466666666666667,0.08556354916067149,0.1,True
DenseNet121,1,f1,BOSQUE light,105,0.6833333333333333,0.5789473684210527,0.773109243697479,0.09708093763821318,0.1,True
DenseNet121,2,f1,BOSQUE light,105,0.8059701492537313,0.7244094488188977,0.8732394366197183,0.07441499390041029,0.1,True
DenseNet121,3,f1,BOSQUE light,105,0.7751937984496124,0.6890756302521008,0.8493150684931506,0.0801197191205249,0.1,True
DenseNet121,4,f1,BOSQUE light,105,0.6779661016949152,0.5714285714285714,0.7666666666666667,0.09761904761904766,0.1,True
DenseNet121,5,f1,BOSQUE light,105,0.7441860465116279,0.65,0.821917808219178,0.08595890410958901,0.1,True
EfficientNetV2B0,1,f1,BOSQUE light,105,0.8235294117647058,0.75,0.8888888888888888,0.06944444444444442,0.1,True
EfficientNetV2B0,2,f1,BOSQUE light,105,0.8115942028985508,0.736,0.876717597471022,0.07035879873551099,0.1,True
EfficientNetV2B0,3,f1,BOSQUE light,105,0.8345323741007195,0.7605575602374578,0.896551724137931,0.06799708195023663,0.1,True
EfficientNetV2B0,4,f1,BOSQUE light,105,0.7596899224806202,0.672,0.835820895522388,0.081910447761194,0.1,True
EfficientNetV2B0,5,f1,BOSQUE light,105,0.8059701492537313,0.7258064516129032,0.8732394366197183,0.0737164925034075,0.1,True
MobileNetV2,1,f1,BOSQUE light,105,0.7244094488188977,0.6285714285714286,0.8079538238229157,0.08969119762574357,0.1,True
MobileNetV2,2,f1,BOSQUE light,105,0.6557377049180327,0.5535714285714286,0.746268656716418,0.09634861407249468,0.1,True
MobileNetV2,3,f1,BOSQUE light,105,0.6935483870967742,0.5932203389830508,0.7804878048780488,0.093633732947499,0.1,True
MobileNetV2,4,f1,BOSQUE light,105,0.734375,0.639344262295082,0.8148148148148148,0.08773527625986638,0.1,True
MobileNetV2,5,f1,BOSQUE light,105,0.7049180327868853,0.6050420168067226,0.7878787878787878,0.0914183855360326,0.1,True
ResNet50,1,f1,BOSQUE light,105,0.7049180327868853,0.603448275862069,0.7903225806451613,0.09343715239154615,0.1,True
ResNet50,2,f1,BOSQUE light,105,0.7244094488188977,0.6299212598425197,0.8034632034632029,0.0867709718103416,0.1,True
ResNet50,3,f1,BOSQUE light,105,0.75,0.660377358490566,0.8260869565217391,0.08285479901558657,0.1,True
ResNet50,4,f1,BOSQUE light,105,0.7154471544715447,0.616822429906542,0.8,0.09158878504672902,0.1,True
ResNet50,5,f1,BOSQUE light,105,0.7096774193548387,0.6126126126126126,0.791702586206896,0.08954498679714173,0.1,True
VGG16,1,f1,BOSQUE light,105,0.688,0.5892822535991141,0.7761194029850746,0.09341857469298026,0.1,True
VGG16,2,f1,BOSQUE light,105,0.6206896551724138,0.5098039215686274,0.717948717948718,0.10407239819004527,0.1,False
VGG16,3,f1,BOSQUE light,105,0.704,0.6037654521795706,0.7883211678832117,0.09227785785182058,0.1,True
VGG16,4,f1,BOSQUE light,105,0.6721311475409836,0.5686274509803921,0.7627118644067796,0.09704220671319375,0.1,True
VGG16,5,f1,BOSQUE light,105,0.6942148760330579,0.5932203389830508,0.78125,0.09401483050847459,0.1,True
DenseNet121,1,f1,BOSQUE dark,46,0.6470588235294118,0.4285714285714285,0.8125,0.19196428571428575,0.1,False
DenseNet121,2,f1,BOSQUE dark,46,0.6486486486486487,0.4444444444444444,0.8095238095238095,0.18253968253968256,0.1,False
DenseNet121,3,f1,BOSQUE dark,46,0.6857142857142857,0.4761904761904761,0.8387096774193549,0.18125960061443938,0.1,False
DenseNet121,4,f1,BOSQUE dark,46,0.5161290322580645,0.2666666666666666,0.7096774193548387,0.22150537634408607,0.1,False
DenseNet121,5,f1,BOSQUE dark,46,0.6470588235294118,0.4285714285714285,0.8108108108108109,0.19111969111969118,0.1,False
EfficientNetV2B0,1,f1,BOSQUE dark,46,0.6842105263157895,0.4827586206896552,0.8333333333333334,0.1752873563218391,0.1,False
EfficientNetV2B0,2,f1,BOSQUE dark,46,0.6153846153846154,0.4102564102564102,0.782608695652174,0.18617614269788188,0.1,False
EfficientNetV2B0,3,f1,BOSQUE dark,46,0.6666666666666666,0.4615384615384615,0.8235294117647058,0.18099547511312217,0.1,False
EfficientNetV2B0,4,f1,BOSQUE dark,46,0.7027027027027027,0.5,0.8571428571428571,0.17857142857142855,0.1,False
EfficientNetV2B0,5,f1,BOSQUE dark,46,0.6285714285714286,0.4137931034482758,0.8,0.19310344827586212,0.1,False
MobileNetV2,1,f1,BOSQUE dark,46,0.5454545454545454,0.3428571428571428,0.7083333333333334,0.18273809523809528,0.1,False
MobileNetV2,2,f1,BOSQUE dark,46,0.5714285714285714,0.3684210526315789,0.7368421052631579,0.18421052631578946,0.1,False
MobileNetV2,3,f1,BOSQUE dark,46,0.55,0.3428571428571428,0.7142857142857143,0.18571428571428575,0.1,False
MobileNetV2,4,f1,BOSQUE dark,46,0.6666666666666666,0.4827586206896552,0.8095238095238095,0.16338259441707717,0.1,False
MobileNetV2,5,f1,BOSQUE dark,46,0.5333333333333333,0.3333333333333333,0.6956521739130435,0.18115942028985507,0.1,False
ResNet50,1,f1,BOSQUE dark,46,0.5,0.2608695652173913,0.6896551724137931,0.21439280359820093,0.1,False
ResNet50,2,f1,BOSQUE dark,46,0.6111111111111112,0.3870967741935484,0.7804878048780488,0.19669551534225022,0.1,False
ResNet50,3,f1,BOSQUE dark,46,0.5294117647058824,0.2962962962962963,0.7142857142857143,0.208994708994709,0.1,False
ResNet50,4,f1,BOSQUE dark,46,0.5454545454545454,0.3076923076923077,0.7317073170731707,0.2120075046904315,0.1,False
ResNet50,5,f1,BOSQUE dark,46,0.5517241379310345,0.3,0.7428903654485045,0.22144518272425226,0.1,False
VGG16,1,f1,BOSQUE dark,46,0.5882352941176471,0.3636363636363636,0.7619047619047619,0.19913419913419914,0.1,False
VGG16,2,f1,BOSQUE dark,46,0.5454545454545454,0.3157894736842105,0.7317073170731707,0.2079589216944801,0.1,False
VGG16,3,f1,BOSQUE dark,46,0.6666666666666666,0.4516129032258064,0.8235294117647058,0.18595825426944973,0.1,False
VGG16,4,f1,BOSQUE dark,46,0.6111111111111112,0.4,0.7755102040816326,0.1877551020408163,0.1,False
VGG16,5,f1,BOSQUE dark,46,0.5714285714285714,0.3448275862068966,0.7441860465116279,0.19967923015236566,0.1,False
DenseNet121,1,precision,BOSQUE overall,151,0.9285714285714286,0.8545454545454545,0.9836065573770492,0.06453055141579733,0.1,True
DenseNet121,2,precision,BOSQUE overall,151,0.9041095890410958,0.8309859154929577,0.9682539682539684,0.06863402638050531,0.1,True
DenseNet121,3,precision,BOSQUE overall,151,0.9393939393939394,0.8769178082191781,0.9861111111111112,0.05459665144596654,0.1,True
DenseNet121,4,precision,BOSQUE overall,151,0.9411764705882352,0.8703703703703703,1.0,0.06481481481481483,0.1,True
DenseNet121,5,precision,BOSQUE overall,151,0.9076923076923076,0.8333333333333334,0.969242424242424,0.06795454545454532,0.1,True
EfficientNetV2B0,1,precision,BOSQUE overall,151,0.9078947368421052,0.8375,0.9710144927536232,0.06675724637681157,0.1,True
EfficientNetV2B0,2,precision,BOSQUE overall,151,0.8607594936708861,0.7804878048780488,0.9342105263157896,0.0768613607188704,0.1,True
EfficientNetV2B0,3,precision,BOSQUE overall,151,0.9090909090909092,0.84,0.9696969696969696,0.06484848484848482,0.1,True
EfficientNetV2B0,4,precision,BOSQUE overall,151,0.9117647058823528,0.8392857142857143,0.971830985915493,0.06627263581488935,0.1,True
EfficientNetV2B0,5,precision,BOSQUE overall,151,0.9154929577464788,0.8461538461538461,0.9722317351598172,0.06303894450298553,0.1,True
MobileNetV2,1,precision,BOSQUE overall,151,0.7945205479452054,0.6973684210526315,0.8857142857142857,0.09417293233082707,0.1,True
MobileNetV2,2,precision,BOSQUE overall,151,0.7878787878787878,0.6842105263157895,0.8852459016393442,0.10051768766177738,0.1,False
MobileNetV2,3,precision,BOSQUE overall,151,0.8181818181818182,0.7215189873417721,0.90741452991453,0.09294777128637893,0.1,True
MobileNetV2,4,precision,BOSQUE overall,151,0.8472222222222222,0.759493670886076,0.9285714285714286,0.0845388788426763,0.1,True
MobileNetV2,5,precision,BOSQUE overall,151,0.7971014492753623,0.6986301369863014,0.8875347222222216,0.09445229261796012,0.1,True
ResNet50,1,precision,BOSQUE overall,151,0.9107142857142856,0.8275862068965517,0.9807692307692308,0.07659151193633956,0.1,True
ResNet50,2,precision,BOSQUE overall,151,0.8769230769230769,0.7910447761194029,0.9516177613680528,0.08028649262432491,0.1,True
ResNet50,3,precision,BOSQUE overall,151,0.890625,0.8095238095238095,0.9636363636363636,0.07705627705627704,0.1,True
ResNet50,4,precision,BOSQUE overall,151,0.913793103448276,0.8360655737704918,0.9814814814814816,0.07270795385549489,0.1,True
ResNet50,5,precision,BOSQUE overall,151,0.9454545454545454,0.8771929824561403,1.0,0.06140350877192985,0.1,True
VGG16,1,precision,BOSQUE overall,151,0.8688524590163934,0.7796610169491526,0.9482758620689656,0.08430742255990653,0.1,True
VGG16,2,precision,BOSQUE overall,151,0.8823529411764706,0.7843137254901961,0.9615384615384616,0.08861236802413275,0.1,True
VGG16,3,precision,BOSQUE overall,151,0.8888888888888888,0.8059701492537313,0.9629629629629628,0.07849640685461573,0.1,True
VGG16,4,precision,BOSQUE overall,151,0.8666666666666667,0.7758620689655172,0.9473684210526316,0.0857531760435572,0.1,True
VGG16,5,precision,BOSQUE overall,151,0.896551724137931,0.8148148148148148,0.9666666666666668,0.07592592592592601,0.1,True
DenseNet121,1,precision,BOSQUE light,105,0.9534883720930232,0.8809523809523809,1.0,0.059523809523809534,0.1,True
DenseNet121,2,precision,BOSQUE light,105,0.9473684210526316,0.8846153846153846,1.0,0.05769230769230771,0.1,True
DenseNet121,3,precision,BOSQUE light,105,0.9615384615384616,0.8983050847457628,1.0,0.05084745762711862,0.1,True
DenseNet121,4,precision,BOSQUE light,105,0.975609756097561,0.9210526315789472,1.0,0.03947368421052638,0.1,True
DenseNet121,5,precision,BOSQUE light,105,0.9230769230769232,0.8461206896551724,0.9830508474576272,0.06846507890122738,0.1,True
