model,seed,metric,metric_group,target_condition,n_source,n_source_clusters,n_target,source_bootstrap_unit,target_bootstrap_unit,n_boot_requested,n_boot_valid,source_performance,source_ci_low,source_ci_high,target_performance,target_ci_low,target_ci_high,degradation,degradation_ci_low,degradation_ci_high,tau,epsilon,tac_decision,etc_decision,joint_region,source_file,target_file
ResNet50,347535239,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.732620320855615,0.6603743347847121,0.8035714285714286,0.6020408163265306,0.5048543689320388,0.6947368421052632,0.1305795045290844,0.011765272806980356,0.2525252525252525,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed347535239_20260723T064052Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed347535239_20260723T064052Z.csv
ResNet50,780568470,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.6,0.7647058823529411,0.5918367346938775,0.49090051457975986,0.6886844863731655,0.09265524391574809,-0.03552195143627371,0.22258784835255407,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed780568470_20260723T064323Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed780568470_20260723T064323Z.csv
ResNet50,1431725881,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5930217950216198,0.7513227513227513,0.6428571428571429,0.5454342532467532,0.7383177570093458,0.03093964858670739,-0.09235413769729019,0.1553885590424945,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed1431725881_20260723T064130Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed1431725881_20260723T064130Z.csv
ResNet50,3368960919,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6631016042780749,0.5759122640012693,0.7471264367816092,0.5510204081632653,0.45,0.648936170212766,0.1120811961148096,-0.017105982797302733,0.24508365629703452,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed3368960919_20260723T064208Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed3368960919_20260723T064208Z.csv
ResNet50,4236551057,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6307692307692307,0.7857231698649607,0.6428571428571429,0.5463917525773195,0.7368421052631579,0.06837280366692122,-0.05368340834564635,0.19260209982813173,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed4236551057_20260723T064245Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed4236551057_20260723T064245Z.csv
DenseNet121,347535239,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5967741935483871,0.7487437185929648,0.5918367346938775,0.4945054945054945,0.6881720430107527,0.08196005674997275,-0.041253383658414605,0.20744775537023535,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed347535239_20260723T064346Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed347535239_20260723T064346Z.csv
DenseNet121,780568470,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.7005347593582888,0.6223374704491726,0.7760523897058822,0.5816326530612245,0.4838709677419355,0.6767676767676768,0.11890210629706432,-0.003816585602299896,0.24287145097154575,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed780568470_20260723T064518Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed780568470_20260723T064518Z.csv
DenseNet121,1431725881,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6315715965892384,0.786096256684492,0.5816326530612245,0.4838709677419355,0.6777777777777778,0.12959729346283966,0.003063911907791185,0.2518960104438046,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed1431725881_20260723T064409Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed1431725881_20260723T064409Z.csv
DenseNet121,3368960919,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.6019900497512438,0.7634408602150538,0.5306122448979592,0.4326923076923077,0.63,0.1538797337116664,0.024725020826824977,0.27982320994860993,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed3368960919_20260723T064432Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed3368960919_20260723T064432Z.csv
DenseNet121,4236551057,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6342857142857142,0.7831325301204819,0.5408163265306123,0.4431599650349651,0.6428571428571429,0.17041361999345184,0.043386065546827855,0.29379701188424534,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed4236551057_20260723T064455Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed4236551057_20260723T064455Z.csv
MobileNetV2,347535239,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5935828877005348,0.7512201189176071,0.5612244897959183,0.4631380871533673,0.66,0.11257230164793197,-0.016854410895049847,0.24073706447061707,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed347535239_20260723T064646Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed347535239_20260723T064646Z.csv
MobileNetV2,780568470,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6951871657754011,0.6061913381603647,0.779572170585019,0.6530612244897959,0.5585585585585585,0.7469914139315883,0.042125941285605206,-0.08800219705416744,0.16878710266933955,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed780568470_20260723T064721Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed780568470_20260723T064721Z.csv
MobileNetV2,1431725881,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.6034458678481988,0.7606382978723404,0.5918367346938775,0.49504950495049505,0.6881720430107527,0.09265524391574809,-0.034532963860577866,0.2152580090623037,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed1431725881_20260723T064654Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed1431725881_20260723T064654Z.csv
MobileNetV2,3368960919,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6310160427807486,0.5487804878048781,0.7095017120201838,0.5816326530612245,0.4842105263157895,0.6774193548387096,0.04938338971952416,-0.07923007345780066,0.17307719089091156,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed3368960919_20260723T064703Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed3368960919_20260723T064703Z.csv
MobileNetV2,4236551057,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.5966850828729282,0.7717391304347826,0.673469387755102,0.5773195876288659,0.7623889966316217,0.011022590854523617,-0.11230220131115443,0.14143800247371666,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed4236551057_20260723T064712Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed4236551057_20260723T064712Z.csv
EfficientNetV2B0,347535239,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6470588235294118,0.565,0.7263693325823711,0.7142857142857143,0.6237623762376238,0.8,-0.0672268907563025,-0.18780196667704077,0.05271277305086613,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed347535239_20260723T064536Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed347535239_20260723T064536Z.csv
EfficientNetV2B0,780568470,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6256684491978609,0.5413971698732681,0.7086138199548795,0.7653061224489796,0.6826923076923077,0.8469387755102041,-0.13963767325111864,-0.2555561981877772,-0.02335977564102561,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed780568470_20260723T064636Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed780568470_20260723T064636Z.csv
EfficientNetV2B0,1431725881,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6951871657754011,0.6114285714285714,0.7732558139534884,0.7857142857142857,0.7021276595744681,0.8653846153846154,-0.09052711993888463,-0.20759700643440804,0.023794251253132857,0.7,0.05,adequate,transported,adequate and transported,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed1431725881_20260723T064551Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed1431725881_20260723T064551Z.csv
EfficientNetV2B0,3368960919,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6417112299465241,0.5562130177514792,0.7256146734854444,0.7448979591836735,0.6568553178847296,0.8275862068965517,-0.10318672923714944,-0.2210304888434679,0.01912736562798694,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed3368960919_20260723T064606Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed3368960919_20260723T064606Z.csv
EfficientNetV2B0,4236551057,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6042780748663101,0.5183238092197676,0.6853967917461663,0.6938775510204082,0.6,0.7821782178217822,-0.08959947615409802,-0.21424747474747474,0.0345290398104259,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed4236551057_20260723T064621Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed4236551057_20260723T064621Z.csv
VGG16,347535239,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.7058823529411765,0.6242424242424243,0.7823890515881955,0.6836734693877551,0.5913978494623656,0.7755102040816326,0.022208883553421432,-0.10117432934591598,0.14433228680924348,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed347535239_20260723T064731Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed347535239_20260723T064731Z.csv
VGG16,780568470,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6303310354732156,0.7883597883597884,0.5918367346938775,0.4948453608247423,0.6888996763754044,0.11939321183018659,-0.004853440799926159,0.2434993261689561,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed780568470_20260723T064823Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed780568470_20260723T064823Z.csv
VGG16,1431725881,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6524064171122995,0.5621613625459779,0.7409649388922597,0.5510204081632653,0.45263157894736844,0.6470588235294118,0.10138600894903427,-0.02761497520811528,0.23555617977528084,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed1431725881_20260723T064744Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed1431725881_20260723T064744Z.csv
VGG16,3368960919,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6684491978609626,0.5829139010560825,0.7461928934010152,0.5612244897959183,0.46153846153846156,0.6601987543506136,0.10722470806504425,-0.02314585041062834,0.23543827529050257,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed3368960919_20260723T064757Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed3368960919_20260723T064757Z.csv
VGG16,4236551057,recall,Primary,BOSQUE overall,990,747,151,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.5942836438923396,0.7688442211055276,0.673469387755102,0.5789473684210527,0.7669902912621359,0.011022590854523617,-0.1179896510684669,0.13541674984030658,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed4236551057_20260723T064811Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed4236551057_20260723T064811Z.csv
ResNet50,347535239,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.732620320855615,0.659997461928934,0.8011400058275058,0.6103896103896104,0.5,0.717948717948718,0.12223071046600464,-0.006646228562289341,0.2521743897787948,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed347535239_20260723T064052Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed347535239_20260723T064052Z.csv
ResNet50,780568470,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.603087234252454,0.765625,0.5844155844155844,0.47368421052631576,0.6933333333333334,0.10007639419404124,-0.034215568382235016,0.240917432901186,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed780568470_20260723T064323Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed780568470_20260723T064323Z.csv
ResNet50,1431725881,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5932203389830508,0.752476497649765,0.6623376623376623,0.5517130857648099,0.7662337662337663,0.01145912910618796,-0.12215358146115646,0.1456435006140375,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed1431725881_20260723T064130Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed1431725881_20260723T064130Z.csv
ResNet50,3368960919,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6631016042780749,0.5781227420520231,0.7469154395359214,0.5584415584415584,0.44776119402985076,0.6705882352941176,0.10466004583651645,-0.03720715915788265,0.2457328308611057,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed3368960919_20260723T064208Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed3368960919_20260723T064208Z.csv
ResNet50,4236551057,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6303310354732156,0.7891574405731032,0.6623376623376623,0.5555555555555556,0.7662337662337663,0.04889228418640179,-0.08114274230216428,0.1803128774210864,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed4236551057_20260723T064245Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed4236551057_20260723T064245Z.csv
DenseNet121,347535239,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5967719657815006,0.7475750839306777,0.6103896103896104,0.5,0.72,0.06340718105423993,-0.07028829162853807,0.19430320254976818,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed347535239_20260723T064346Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed347535239_20260723T064346Z.csv
DenseNet121,780568470,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.7005347593582888,0.6214647477685288,0.7771428571428571,0.5974025974025974,0.4864864864864865,0.7066666666666667,0.10313216195569141,-0.029795037555423218,0.23902618161774836,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed780568470_20260723T064518Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed780568470_20260723T064518Z.csv
DenseNet121,1431725881,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6307692307692307,0.7865853658536586,0.6103896103896104,0.5,0.717948717948718,0.10084033613445376,-0.03302878980016293,0.23870958846423332,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed1431725881_20260723T064409Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed1431725881_20260723T064409Z.csv
DenseNet121,3368960919,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.60625,0.7623776051638312,0.5454545454545454,0.43055116033755275,0.6538461538461539,0.13903743315508021,0.003373360004366624,0.2801868429504525,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed3368960919_20260723T064432Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed3368960919_20260723T064432Z.csv
DenseNet121,4236551057,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6341463414634146,0.7843159740960604,0.5714285714285714,0.4583333333333333,0.6805555555555556,0.13980137509549273,0.006002254296870423,0.27516528640441673,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed4236551057_20260723T064455Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed4236551057_20260723T064455Z.csv
MobileNetV2,347535239,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5923904389365826,0.751412429378531,0.5454545454545454,0.43283582089552236,0.6567164179104478,0.12834224598930488,-0.0073750455019982696,0.2646739545056996,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed347535239_20260723T064646Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed347535239_20260723T064646Z.csv
MobileNetV2,780568470,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6951871657754011,0.6067415730337079,0.7788944723618091,0.6753246753246753,0.5679012345679012,0.7792207792207793,0.019862490450725745,-0.11598924707077958,0.1575689246025621,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed780568470_20260723T064721Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed780568470_20260723T064721Z.csv
MobileNetV2,1431725881,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.6033519553072626,0.7606382978723404,0.5844155844155844,0.47368421052631576,0.6933333333333334,0.10007639419404124,-0.035163393254429916,0.23460393193535728,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed1431725881_20260723T064654Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed1431725881_20260723T064654Z.csv
MobileNetV2,3368960919,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6310160427807486,0.5487804878048781,0.7105263157894737,0.5714285714285714,0.4605263157894737,0.6805555555555556,0.059587471352177235,-0.07776183450376994,0.19759581574282215,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed3368960919_20260723T064703Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed3368960919_20260723T064703Z.csv
MobileNetV2,4236551057,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.5969367720910355,0.7710843373493976,0.6883116883116883,0.5810602268935602,0.7875,-0.0038197097020626902,-0.13797404853031495,0.13564635425644742,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_mobilenetv2_seed4236551057_20260723T064712Z.csv,outputs/predictions/bosque_public_predictions_mobilenetv2_seed4236551057_20260723T064712Z.csv
EfficientNetV2B0,347535239,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6470588235294118,0.5636338523355098,0.727810650887574,0.7402597402597403,0.6417910447761194,0.8354430379746836,-0.09320091673032849,-0.22040037829996406,0.03111174467064618,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed347535239_20260723T064536Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed347535239_20260723T064536Z.csv
EfficientNetV2B0,780568470,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6256684491978609,0.5406976744186046,0.7096774193548387,0.7662337662337663,0.6666666666666666,0.8589743589743589,-0.14056531703590536,-0.26867189300638206,-0.011967653993516186,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed780568470_20260723T064636Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed780568470_20260723T064636Z.csv
EfficientNetV2B0,1431725881,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6951871657754011,0.6134969325153374,0.771280395136778,0.8051948051948052,0.7142857142857143,0.8904109589041096,-0.11000763941940417,-0.23143210664562056,0.009326203208556134,0.7,0.05,adequate,transported,adequate and transported,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed1431725881_20260723T064551Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed1431725881_20260723T064551Z.csv
EfficientNetV2B0,3368960919,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6417112299465241,0.557468908988129,0.7272727272727273,0.7662337662337663,0.6666666666666666,0.8571428571428571,-0.12452253628724219,-0.24819904239458696,0.0060919481752813465,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed3368960919_20260723T064606Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed3368960919_20260723T064606Z.csv
EfficientNetV2B0,4236551057,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6042780748663101,0.5174086464230571,0.6878306878306878,0.7142857142857143,0.6103896103896104,0.8142857142857143,-0.11000763941940417,-0.2408061744926702,0.021361839838791107,0.7,0.05,inconclusive,transported,inconclusive,outputs/predictions/ham10000_internal_test_predictions_efficientnetv2b0_seed4236551057_20260723T064621Z.csv,outputs/predictions/bosque_public_predictions_efficientnetv2b0_seed4236551057_20260723T064621Z.csv
VGG16,347535239,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.7058823529411765,0.6243085938747485,0.7828990879977722,0.6753246753246753,0.5679012345679012,0.7777777777777778,0.03055767761650119,-0.10200213315068112,0.16293059001640103,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed347535239_20260723T064731Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed347535239_20260723T064731Z.csv
VGG16,780568470,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.630629196075056,0.7844839493236806,0.5974025974025974,0.4875,0.7066666666666667,0.11382734912146675,-0.022839383115657638,0.243313063063063,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed780568470_20260723T064823Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed780568470_20260723T064823Z.csv
VGG16,1431725881,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6524064171122995,0.5618542221707402,0.7407407407407407,0.5584415584415584,0.44594594594594594,0.6707317073170732,0.09396485867074111,-0.0480222174261192,0.23828033727307998,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed1431725881_20260723T064744Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed1431725881_20260723T064744Z.csv
VGG16,3368960919,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6684491978609626,0.5846994535519126,0.7485380116959064,0.5584415584415584,0.4444444444444444,0.6708860759493671,0.11000763941940417,-0.02982040298270671,0.2483368073707041,0.7,0.05,not adequate,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed3368960919_20260723T064757Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed3368960919_20260723T064757Z.csv
VGG16,4236551057,recall,Primary,BOSQUE light,990,747,105,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.5986734371408872,0.7687869040959662,0.6623376623376623,0.5540540540540541,0.7654320987654321,0.022154316271963292,-0.11202488162736499,0.1573255079876307,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_vgg16_seed4236551057_20260723T064811Z.csv,outputs/predictions/bosque_public_predictions_vgg16_seed4236551057_20260723T064811Z.csv
ResNet50,347535239,recall,Primary,BOSQUE dark,990,747,46,lesion,image_or_lesion,10000,10000,0.732620320855615,0.6602863145626303,0.8023990236088332,0.5714285714285714,0.35,0.7857142857142857,0.16119174942704362,-0.06397071204950265,0.39408162484700116,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed347535239_20260723T064052Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed347535239_20260723T064052Z.csv
ResNet50,780568470,recall,Primary,BOSQUE dark,990,747,46,lesion,image_or_lesion,10000,10000,0.6844919786096256,0.6011552575176983,0.7654369212962961,0.6190476190476191,0.4090909090909091,0.8235294117647058,0.06544435956200656,-0.15326538597555484,0.29175007497375915,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed780568470_20260723T064323Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed780568470_20260723T064323Z.csv
ResNet50,1431725881,recall,Primary,BOSQUE dark,990,747,46,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.593103448275862,0.752476497649765,0.5714285714285714,0.35,0.7727272727272727,0.1023682200152789,-0.11206987295825765,0.3382417233224947,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed1431725881_20260723T064130Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed1431725881_20260723T064130Z.csv
ResNet50,3368960919,recall,Primary,BOSQUE dark,990,747,46,lesion,image_or_lesion,10000,10000,0.6631016042780749,0.5778894472361809,0.746268656716418,0.5238095238095238,0.3,0.7407407407407407,0.13929208046855102,-0.09447972370766489,0.3703652315729133,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed3368960919_20260723T064208Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed3368960919_20260723T064208Z.csv
ResNet50,4236551057,recall,Primary,BOSQUE dark,990,747,46,lesion,image_or_lesion,10000,10000,0.7112299465240641,0.6319018404907976,0.7860104311084702,0.5714285714285714,0.35294117647058826,0.782608695652174,0.13980137509549273,-0.08746174321240167,0.3719885978106658,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_resnet50_seed4236551057_20260723T064245Z.csv,outputs/predictions/bosque_public_predictions_resnet50_seed4236551057_20260723T064245Z.csv
DenseNet121,347535239,recall,Primary,BOSQUE dark,990,747,46,lesion,image_or_lesion,10000,10000,0.6737967914438503,0.5947332859174964,0.75,0.5238095238095238,0.3157894736842105,0.7391304347826086,0.14998726763432646,-0.08094296707758172,0.37567977915803974,0.7,0.05,inconclusive,inconclusive,inconclusive,outputs/predictions/ham10000_internal_test_predictions_densenet121_seed347535239_20260723T064346Z.csv,outputs/predictions/bosque_public_predictions_densenet121_seed347535239_20260723T064346Z.csv
